,Product titer (g/L)
1595,26.0
3273,22.03
1620,0.295
874,3.72
689,15.1
130,0.1
2915,21.5
1189,0.00719
383,2.9
4427,0.0193
2657,135.0
2881,16.6
521,0.0
3047,0.15
3150,1.57
2762,7.6
3524,4.2
1655,5.7
2530,2.22
606,0.608
1002,2.9
490,44.2
1743,0.000173610016083762
595,3.2
4035,10.0
2027,4.48
1091,0.02523
4031,1.37
603,0.0
3967,13.2
4353,42.23
4021,14.9
2448,0.02842
1314,0.0009
3190,19.47
630,0.11
2431,0.13554
1421,8.0
990,2.21
3378,109.68
2884,4.5
3009,39.1
202,0.08123
3259,0.375
2215,0.08273
2311,0.03085
3827,4.88
4535,0.58
1619,0.34
4507,1.7
1127,0.0549
1509,45.9
1874,0.06
4651,0.8191
1597,27.0
1225,0.0053
148,0.003
2882,0.0
1293,0.85
3292,0.075
1893,20.7
3923,0.0975
4171,22.65
3375,108.62
4676,0.0451
3620,14.5
446,0.7
105,0.98
3638,0.0002
1910,0.4398
3979,0.587
2835,95.0
3438,10.5
792,2.4
1108,0.0073
2486,0.13415
2056,0.016
2817,15.0
3290,0.486
3385,3.11
1095,0.0054
234,8.76
2097,0.0238
441,0.21
2224,0.02458
1186,0.00349
786,9.1
3131,2.0
3304,0.01
3241,0.8412
3270,0.0
3305,0.01
2533,0.126
660,5.0
1369,6.07
4168,0.55
4408,0.01267
4527,3.74
3811,0.65
3330,0.01
4594,1.8
364,1.82
3788,2.0
2907,0.0021
3334,0.048
2749,67.3
3842,1.09
2189,0.01249
134,0.4383
900,15.72
212,0.00623
2921,0.33
1817,0.357
3284,0.431
1378,1.6
1157,1.4367
421,2.6
4639,0.0075
2663,182.0
843,1.517775
1227,0.0
2978,0.0523076923076923
2584,0.124
3195,2.29
2353,0.0071
1554,18.5
2136,0.00377
1759,0.001045
2986,0.889230769230769
1732,0.000116352268590883
2831,34.0
1372,0.66
1728,0.000122476072200929
498,1.15
3356,0.016
3267,0.363
4472,16.56
549,0.35
946,17.5
1266,0.064
3458,13.26
3443,17.2
2744,60.0
4433,0.282
2580,0.02479
3647,0.1474
666,1.2
4519,2.63
3297,0.088
3364,1.69
1389,7.65
3540,3.0
4346,68.9
929,21.22
3511,3.8
626,0.6636
2913,7.5
3021,0.52
3072,2.3
3901,81.21
4106,0.00354
3838,2.91
2539,0.0006
3002,0.104615384615385
1211,0.0021
2135,0.01629
4549,65.0
643,53.6
581,0.61387
3717,10.1
1236,0.002
4102,0.00011
475,0.65
366,2.8
3211,4.53
1637,0.22
2192,0.01728
2341,0.02881
1169,4.5
883,5.47
448,0.75
3924,0.046400000000000004
2381,0.00491
4218,24.84
485,6.27
211,0.00428
298,0.0036
4114,0.0007
1572,18.0
139,0.72
1674,1.7
1586,23.0
2620,0.05072
1813,0.0192
861,5.26
2156,0.01348
2852,1.9
2321,0.01855
3580,3.7
1643,0.0803976
4687,0.6961
4400,0.08763
569,66.4
3470,5.04
3312,0.655
1639,0.6481
2352,0.0074
2690,110.0
3796,1.3
2821,12.6
1044,2.0
863,2.3
450,1.0
1957,0.128
2497,0.07597
1500,15.1
2436,0.03219
432,1.9
1453,1.8
4524,3.45
3100,0.345
4094,20.5
1334,3.435
32,11.9
1331,2.204
4552,0.66
3034,0.1188
365,2.12
1777,0.00153
270,4.18
4199,17.47
113,0.03
3120,0.4022
2920,0.43
444,0.6
4248,2.0
2264,0.11723
4602,0.35444
1451,3.6
1207,0.00255
1416,2.3
45,0.08
1752,0.0005
3490,44.4
213,0.00731
2873,14.6
2525,1.44
2702,9.6
3587,5.76
2287,0.00381
3782,4.1
1017,10.0
2,50.1
2384,0.00576
2307,0.0
1470,66.8
331,0.15
4190,0.39
3318,0.691
3396,0.0
3165,0.0
908,27.7
1209,0.00941
1440,1.45509
3834,0.0
711,3.6
580,0.081
193,0.08123
1729,0.000140847483031069
615,2.5
2376,0.01561
4659,0.0209
3571,1.51
2268,0.35835
1316,0.0008
2523,1.09
493,67.5
2073,0.009
4130,9.0
226,0.18
2210,0.285
3867,2.2
2407,0.05587
4250,9.8
4202,20.05
2095,0.00696
4606,11.83
1791,0.002514
636,16.5
3463,3.51
328,2.6
251,5.67
1606,21.0
3033,2.9
2643,2.4
3693,49.8
3037,0.002
275,5.76
3972,132.0
1383,5.84
230,18.0
4609,13.98
646,6.6
3872,6.6
991,3.3
3754,10.4
2317,0.01595
384,2.6
950,15.49
2203,0.01805
3465,4.08
2896,4.1
4123,8.1
2793,27.3
2910,0.00489
1666,0.48
3325,0.391
3831,3.03
1431,1.0
3365,6.04
3068,0.068
3178,0.146
4072,4.1
555,0.1425
985,4.0
1235,0.002
4685,0.517
4684,0.537
2513,1.6
2923,1.0
3543,2.5
3509,3.3
1651,0.17
429,1.0
3659,2.64
3322,0.38
3461,12.6
258,1.69
2799,19.5
309,0.04345
3191,9.99
544,0.7521
182,0.05653
169,0.05862
4081,92.0
1098,0.0194
1277,0.054
3566,0.54
89,0.32
923,35.1
2065,0.0052
4505,2.9
1382,7.2
1609,17.4
4621,0.13159
2284,0.00847
3747,14.2
3675,22.4
4105,0.00326
676,1.2
455,0.9
163,0.056
172,0.08045
1014,8.2
3487,8.0
2871,16.7
3133,1.8
2689,158.3
4038,75.0
1374,4.99
1175,72.67
2802,65.0
2888,1.1136
3050,0.2207
4191,0.4
122,0.0057
2701,8.2
4154,7.0
3122,2.0
3879,13.57
1467,61.4
3824,3.76
4682,0.587
625,0.5016
301,0.0315
425,2.0
1871,0.0
887,0.0
2608,22.0
3351,0.072
3947,1.33
4044,194.0
2555,0.00918
4017,0.28859999999999997
2126,0.01077
4115,0.004
609,2.62
3468,8.48
2252,0.0293
3757,3.1
4394,1.1
3346,0.205
3112,0.085
1115,0.0559
4612,0.19168
4276,4.9
22,5.9
4340,2.1
4145,13.0
2845,75.9
1768,0.00019
3886,5.48
1803,0.0028
2037,8.27
1327,12.0
3668,54.2
1173,13.5
2195,0.03286
4221,12.41
2490,0.13616
4434,0.9
2816,20.0
4642,0.0035
610,2.2
2453,0.0953
269,4.55
4180,7.8
4289,8.6
3203,0.0
4466,8.7
191,0.08873
2049,0.00670029
1837,0.123
2199,0.01355
4341,2.1
2478,0.14308
781,7.5
4008,3.12
530,1.0296
2552,0.00576
1071,3.4
3339,0.552
2218,0.02266
2947,1.6
2221,0.06787
1380,4.0
585,0.5511
1911,2.1777
2925,6.0
372,2.4
404,4.9
3696,50.8
2303,0.03024
1133,0.0319
3600,10.0
4267,3.1
695,0.0
4494,15.49
4163,9.7
3119,0.5248999999999999
3239,0.021
3221,2.23
818,7.5
2840,5.2
4337,2.3
2468,0.12355
4680,0.828
4193,12.7
2510,2.41
254,2.57
1233,0.002
767,167.6
796,0.0
2758,72.5
4064,6.5
4146,11.0
3003,0.287692307692308
401,2.1
1727,0.000143909384836092
2155,0.00165
3478,28.31
3083,1.42
2893,1.8
2449,0.0298
783,8.1
4015,0.6445519999999999
762,15.7
1118,0.0584
354,2.04
3289,0.491
2625,0.475
1982,6e-05
2916,31.0
2176,0.01284
2648,0.8
4590,0.112
1123,0.0488
1269,0.047
4216,27.18
392,1.8
2261,0.2258
249,1.83
3192,34.93
2988,1.77846153846154
3883,13.44
1782,0.011705
3388,1.78
1182,30.8
2737,57.0
3953,0.51
564,12.9
2904,0.00095
3373,128.7
2208,0.01974
4534,1.95
3767,5.1
2433,0.048
1167,6.05
3019,8.23529411764706
2115,0.0
1284,0.129
4030,0.49
1146,0.00326
185,0.07404
1239,0.0
4415,1.5727
755,5.0
3579,4.28
2288,0.01191
1354,0.1515
2752,67.0
2540,0.00037
2870,10.4
1600,18.5
3633,0.0
1755,0.00095
1988,0.0125
889,4.14
3939,2.46
2892,2.2
3873,6.66
1433,8.6
164,0.18
4263,5.4
3614,4.2
3596,12.2
4183,5.8
2334,0.03334
4090,19.3
780,7.3
243,3.65
1494,2.686
3966,18.7
1009,4.5
1462,5.8
2165,0.00043
2090,0.00365
29,14.9
2482,0.09848
3485,1.3
3520,3.16
2900,0.241536
2733,58.5
1717,0.31
721,2.3
2057,0.015
2517,1.63
2259,0.0613
3882,14.56
1100,0.0199
1196,0.0068
1703,1.46
2080,0.0007
2362,0.00261
3835,0.0
2927,8.0
3673,24.0
2233,0.03972
394,2.1
2239,0.17709
4632,0.018
2243,0.23141
459,0.96
2621,0.04263
2087,0.0019
2308,0.0
2469,0.00014
828,0.0045
631,0.08
3018,7.75
1361,0.016
4287,1.7
1683,1.22
4515,1.2
92,0.2
1178,2.0
3526,4.9
3531,5.2
3973,8.05
637,7.0
1506,49.3
2430,0.06334
1526,5.1
3553,0.225
2428,0.05021
2310,0.01383
3646,0.1671
3367,17.26
1821,0.0
3489,37.1
935,17.0
3891,22.5
3397,7.77
4357,15.93
1739,0.000208332019300514
483,0.0
1788,0.0015
3674,16.7
2583,0.0085
3417,81.1
3575,5.97
70,15.2
3201,19.14
4455,0.8
3578,2.23
3917,2.5
11,4.25
848,4.7
4066,7.2
3974,7.51
1434,8.8
868,0.0
3491,51.0
901,26.16
4389,4.03
2474,0.1569
2965,15.25
2064,0.0053
1648,0.21
3171,0.5114
3358,0.292
918,110.7
4577,0.096354
1147,0.00537
2680,63.0
3226,1.47
273,5.49
2085,0.00056
2635,1.1
1076,6.5
143,0.006
566,10.38
3865,4.0
3126,3.6
4326,13.1
738,0.5
2441,0.10579
1423,33.2
3790,3.2
663,6.0
208,0.13521
3387,1.88
504,5.32
4543,10.0
3535,1.85
892,5.75
880,11.0
2333,0.02
1298,0.825
3649,0.2435
4669,0.00044
1007,4.78
4333,14.6
4565,1.3585
3918,1.6
2607,23.0
3684,50.5
205,0.12494
3625,4.2
225,0.17
433,4.2
1510,48.6
3059,0.145
3688,49.4
1338,0.04325
3563,2.0
3908,48.28
177,0.06527
1344,0.3813
2632,0.0447
4204,21.77
3514,9.7
2524,1.56
3222,1.92
3247,0.0099
4436,2.5
4365,95.48
1121,0.0534
3969,38.2
1845,0.092
2167,0.0
1847,0.114
3008,38.9
2805,69.7
2807,126.0
713,0.0
4261,0.302
4167,5.36
1152,7.7
1936,0.35
2200,0.0199
3379,90.71
832,0.056
2442,0.11338
3859,1.0
4077,3.6
1386,21.12
1696,0.0
1632,4.18
1359,0.026
1804,0.0026
2400,0.0
4303,11.0
3656,0.16707
4003,2.62
4526,3.89
579,0.079
2778,10.1
2035,3.16
3920,0.558
2292,0.30373
3903,83.81
4566,4.0108
3863,1.8
1309,0.00245
3495,6.48
469,0.375
2952,4.5
2499,46.6
1395,4.214
982,2.3
3454,11.94
1626,0.2
2783,11.4
2467,0.19287
2325,0.00219
3568,1.25
3228,0.77
875,3.82
2951,5.1
65,40.0
2823,6.0
3170,0.1303
957,4.4
1322,23.5
2051,0.0078
160,0.06
3813,1.25
769,21.0
4307,2.3
1161,0.0
1508,43.7
1249,0.002
2015,0.0
2039,5.33
1531,0.0
4571,0.821
2511,2.2
992,4.0
3943,0.77
2408,0.01302
2718,7.2
592,1.3
879,4.53
4608,15.94
743,0.0
3862,1.7
4188,0.45
4182,12.4
3114,0.19519999999999998
4671,0.00346
4116,0.30376
330,0.225
3708,16.5
1521,37.5
3410,14.82
2230,0.03188
1377,4.7
4482,29.95
2512,1.57
209,0.1073
21,0.2475
933,26.0
4223,29.69
3899,72.5
196,0.12494
3189,0.0
3930,5.75
568,12.06
132,0.4539
3038,0.0019
1725,0.000122476072200929
1092,0.0084
1201,0.0014
2183,0.00303
2461,0.14701
1116,0.0546
4583,0.12246
2841,17.7
90,0.09
956,0.0
1938,0.0172
1764,0.00032
2358,0.0042
340,2.35
377,2.1
1762,0.00052
2767,12.0
2508,0.0062
733,0.0
1990,0.0258
1150,4.4
1857,0.042075
2414,0.03505
434,3.7
3869,3.8
2806,117.0
152,0.055
2086,0.00534
3833,0.0
1204,0.0025
694,0.0
4020,0.7737180000000001
2489,0.05015
1402,0.14
727,0.0
4288,1.5
2605,30.0
1364,0.16
696,0.0
484,7.53
2941,4.3
512,0.0
4373,4.43
1308,0.00175
3922,0.24800000000000003
4206,37.22
2502,6.8
1653,1.8
222,0.49
2945,5.8
3040,0.045
4442,5.9
2801,21.7
4127,16.0
545,0.1869
4498,112.0
4273,1.1
1058,1.0
3377,97.44
3952,0.08
3474,14.66
1409,3.2
1342,0.05858
1457,5.7
2179,0.01271
3254,0.0
3506,12.0
2661,174.0
3984,5.9
4483,14.96
678,3.3
300,0.0292
82,57.7
1328,9.4
3987,12.3
547,1.5561
1288,0.065
2470,0.19924
725,0.7
3405,8.12
4007,2.34
647,5.2
4099,73.5
2178,0.00756
1582,24.8
1939,0.0289
161,0.08
3455,13.0
1941,0.0569
922,56.5
1676,6.0
2297,0.01863
1931,0.0793
2440,0.0812
811,9.9
2444,0.03581
1780,0.0059
3301,0.01
2267,0.26962
2995,2.8
2025,0.0
3784,2.4
2383,0.00056
1400,1.5
1547,6.8
757,2.0
2026,3.83
4532,1.8
1156,0.3828
851,0.5
351,1.62
4210,23.3
2936,3.5
4561,0.51
2291,0.14612
4234,2.61
321,0.684
3444,36.59
2424,0.0485
2839,85.0
3732,14.6
171,0.08227
174,0.30063
3982,1.526
1738,0.000121527011258633
282,0.00612
4280,7.3
2262,0.9681
76,27.0
3160,0.01264
3837,2.74
2601,4.0
859,6.32
2070,0.0045
3942,1.14
1460,3.8
3986,14.0
4079,6.89
112,0.032
4446,2.6
1046,0.8
4133,3.0
3971,39.3
2241,0.03239
4542,0.1326
4619,4.37
2974,0.523076923076923
3906,65.83
240,0.33
2266,0.23894
3142,23.9
2999,3.29538461538462
3671,27.0
315,0.58
3013,0.31
2018,5.92
1538,0.8
3081,0.41
4227,24.87
1111,0.0387
2673,17.5
3414,10.11
1085,0.01485
339,1.87
2236,0.02779
519,6.8
1994,0.6
2162,0.01228
2809,142.6
1691,1.1
1426,2.0
4456,0.8
1070,12.0
1089,0.01918
306,0.0131
2619,0.5503
3343,0.072
3399,15.08
1248,0.03
2452,0.09439
1279,0.177
1704,1.4
1276,0.053
805,5.3
1967,0.075
220,0.85
2040,2.0
3070,6.61
1588,24.5
517,10.1
342,1.81
67,18.2
3321,0.389
2488,0.0639
362,1.88
2671,3.5604
2083,0.0006604
4652,11.3
3048,0.1529
3307,0.01
1733,0.000137785581226045
1652,0.8196
2780,9.6
2638,1.3
78,45.5
4132,3.0
2814,4.5
2413,0.02966
3946,1.27
201,0.16717
4238,0.31
1809,178.0
656,6.3
52,0.03
3888,17.4
4589,0.07335
250,6.32
589,0.0065
605,0.8228
505,5.9
3550,0.19
2875,10.2
773,8.0
4060,82.7
3275,0.12
480,1.09
3186,34.9
511,0.0
4386,1.15
903,15.1
1492,1.071
491,15.5
1530,56.1
2772,12.8
135,0.29
4,21.0
2874,7.3
1868,0.01
930,26.78
215,0.00638
4283,1.5
573,0.00696
954,3.8
3794,3.3
744,0.1
1032,41.0
1781,0.005
3805,1.2
2575,0.01236
3672,30.9
1497,5.0
3926,6.46
1042,0.3
1731,0.000286
1366,5.1
1999,0.55
3156,3.2
115,0.033
4421,0.05512
1330,7.5
2826,49.9
986,3.8
807,4.9
4265,8.3
3335,0.01
1962,0.161
620,1.7
94,0.7
824,0.0006
1769,0.00015
3690,47.4
3314,0.641
2963,25.3
2399,0.0
1340,0.04265
1290,0.06
563,11.52
802,5.1
4315,10.6
2148,0.01286
1802,0.0026
1027,3.24
1023,9.2
1662,6.71
1631,1.29
224,1.36
2819,1.3
2045,0.0023
39,0.1756
2864,3.7
1886,0.06
866,5.89
945,16.8
1511,42.1
2501,31.2
1984,5.2e-05
2487,0.10796
1583,25.1
4559,1.05
4330,10.1
1570,0.299
4104,0.0019
150,0.005
4297,2.1
2416,0.05115
4667,0.00066
4362,53.05
3512,7.4
3086,2.3
3983,1.763
77,4.1
4485,8.93
3736,15.9
804,4.1
305,0.0138
4406,0.3663
119,0.026
4181,9.8
4500,8.7
2642,0.3
188,0.01818
1392,1.0
2828,45.3
4063,6.4
4604,0.50275
2982,1.04615384615385
3864,5.0
2660,154.0
3199,12.87
2375,0.0118
2390,0.00269
3567,1.03
1644,0.1396113
2716,7.9
2423,0.04412
1795,0.002514
376,3.25
1563,0.224
3604,3.7
412,1.3
1851,0.00011
4551,0.0
2957,17.1
1459,3.7
2206,0.0159
3704,12.3
2121,0.0158
3265,16.5
534,0.5518
3067,0.05463
4575,0.11312
1798,0.0025
307,0.0254
4321,2.2
1134,0.0213
236,0.51
654,7.1
4540,0.1191
4165,5.2
3695,50.2
2518,0.82
1838,0.12
3029,0.102
4655,0.0053
2346,0.03518
86,25.8
2769,10.2
4430,0.00174
2290,0.03071
1897,13.2
4522,2.39
1351,0.0
355,1.9
179,0.08785
2876,4.4
1718,0.38
1675,7.3
3236,0.2
37,0.0357
4120,23.4
109,0.042
3251,0.0532
332,0.125
2636,1.7
2887,1.1904
959,65.8
2777,9.7
4555,2.2762
1410,0.87
3798,2.9
1464,5.7
3427,1.34
2674,3.0
3749,15.1
2296,0.01797
460,1.0
3748,15.1
1094,0.0075
333,0.27
536,0.9393
4108,0.00621
2169,0.0
1043,2.4
1852,0.063952
4001,13.3
4211,4.74
1407,6.1
3577,2.74
2306,0.269
4409,0.59836
3319,0.01
1960,0.1
1345,0.36564
2596,0.23
358,2.9
3035,0.0035
4516,1.29
1820,0.0
2730,68.4
2147,0.0
1130,0.0563
3418,25.96
2088,0.00252
2397,0.00017
3080,0.46
2103,0.04
1311,0.0006
2196,0.00813
2985,1.02
3584,1.57
812,9.1
2222,0.07501
2558,0.0
693,160.2
46,0.067
431,2.4
4144,11.0
747,0.0
3937,6.23
3809,0.55
1517,47.5
576,0.07289
157,0.045
2163,0.0276
3121,12.4
4350,12.4
1265,0.043
4175,0.0
2240,0.01988
1391,4.536
1199,0.0012
730,0.0
931,26.8
674,3.6
1628,0.81
621,0.6
558,0.0421
2938,3.5
252,42.39
2052,0.01319
2012,10.11
1707,3.0
4588,0.31
4046,0.0646
2460,0.0617
4587,0.4521
2038,8.28
1304,0.99
1955,0.126
3078,0.21
26,9.1
1105,0.0209
91,1.07
3963,44.7
408,1.6
1287,0.195
2003,4.57
3698,50.7
2471,0.07815
4205,18.7
1016,6.1
1723,0.000126
1501,69.5
2721,8.9
3933,4.89
4495,5.02
3544,172.0
4078,0.263
3914,3.6
464,0.15
4256,32.0
1210,0.00937
2776,9.4
289,0.0031
899,13.99
74,31.0
3140,21.1
2825,46.0
3721,17.2
3740,18.1
993,1.0
891,5.78
1291,0.062
1950,0.052
20,0.328
1061,4.0
3075,0.85
467,0.37
4479,10.53
4686,0.973
1880,0.02
402,1.0
1212,0.002
3545,0.1
2614,0.006
3168,10.0
4319,2.3
1663,5.09
3087,1.28
4011,4.18
3594,5.84
1390,5.103
3457,3.51
4014,0.098
3871,4.1
2421,0.04128
1892,1.7248
2285,0.05377
4496,3.02
3393,0.0
1825,0.0
4443,6.0
4420,0.3663
1550,7.3
2112,0.035
3055,0.0868
2229,0.03077
3766,4.9
3134,1.8
4476,10.43
3523,4.03
4249,2.0
3064,0.05332
4584,0.03933
142,0.0075
2270,0.22581
2559,0.00999
1551,7.3
1472,4.5
2177,0.01027
1321,19.3
4161,3.2
619,0.0
1751,0.00015
2223,0.04669
2415,0.07156
259,1.95
771,7.5
3374,110.23
2545,0.00382
4328,13.2
2332,0.02381
3999,8.2
3991,10.7
3590,7.1
2940,4.25
4275,2.7
2644,1.5
1185,0.00153
1394,4.536
638,13.2
1110,0.0258
2520,1.4
1055,3.4
700,10.2
1746,0.00032
2849,6.82
3822,8.6
1319,15.9
1267,0.066
2077,9e-05
4071,5.3
3734,10.0
4383,0.17
3667,101.0
591,0.0228
1883,0.0915
1749,0.0005
399,1.5
2248,0.0127
2153,0.00212
4213,15.0
3094,2.5
916,67.5
4125,112.0
4271,1.8
3174,0.0404
3781,2.0
1971,0.0252
772,5.5
1348,0.0
1040,1.3
830,0.0155
540,0.8883
3250,0.0468
1539,0.0
496,79.4
911,24.5
2917,39.2
987,3.3
3102,0.407
147,0.0025
3795,2.0
3845,1.09
3163,0.02057
296,0.0152
4019,0.459306
3061,0.88
1645,0.0923271
2747,69.9
1909,0.5464
3422,29.39
3166,34.9
1669,63.87
514,0.0
2350,0.00714
2829,13.8
608,2.4695
768,186.0
4129,18.0
4502,12.5
3342,0.021
1353,0.11268
2579,0.00999
4375,1.25
1912,1.2069
3243,1.1703
2368,0.03565
2704,7.9
190,0.08088
2485,0.0
3934,5.82
2120,0.01756
3572,1.71
2562,0.00985
1709,0.5
2186,0.0119
2906,0.00328
1940,0.0401
1034,3.4
3202,21.58
3097,0.2948
4186,45.02
4040,19.0
2879,5.3
3077,0.17
3200,15.47
416,2.75
4100,2.01
1005,7.05
1610,4.9
272,3.69
6,23.4
19,2.1
4214,26.08
278,0.02356
277,0.000104247787610619
973,0.051
2516,1.53
4291,10.8
613,6.2
4268,2.4
917,85.0
1599,24.0
3642,0.2526
1247,0.023
2843,7.6
523,27.9
1973,0.0508
3887,5.56
974,0.065
3434,3.23
3411,1.33
426,35.9
776,2.8
2953,5.3
2138,0.00105
363,1.78
2697,1.0
4324,1.7
3104,0.429
3556,0.306
1713,0.192
2787,9.6
1745,0.000427
1246,0.0
414,2.15
2393,0.00119
3797,1.1
3997,2.7
4122,4.1
3449,11.9
3787,2.6
3616,7.3
926,4.02
1529,29.0
1870,0.0375
989,2.5
1051,4.0
3355,0.817
3204,0.18
3530,6.0
2616,0.0022
1807,0.0
1636,0.1235
3591,7.0
4379,3.8
1649,0.22
4348,4.1
2813,2.8
894,4.7
4198,50.5
4314,12.3
2891,0.3264
2830,7.2
3635,0.0
539,0.9324
1285,0.205
1000,2.3
3004,0.235384615384615
4336,2.3
400,1.4
4528,3.56
2149,0.0
2572,0.01644
2481,0.06455
3232,5.38
3338,0.135
3663,10.75
3488,2.7
4417,2.21414
1863,0.0
906,31.4
2863,4.0
4270,1.7
754,19.5
720,0.3
2966,14.96
1375,2.11
4195,54.0
2046,0.0039
2903,0.0
233,4.89
2547,0.0
2113,0.152185
3456,41.87
3586,10.86
1760,0.00043
2779,11.5
3369,22.03
2630,0.04
1336,5.1
3123,3.0
1873,0.06
4411,0.14676
3726,15.3
4599,0.18818
2122,0.0181
1197,0.00059
1253,0.07
1923,4.788
3854,2.28
981,4.5
4384,4.32
238,4.47
3137,4.5
3613,4.7
1355,0.0313
999,3.01
702,12.3
790,1.4
2973,0.575384615384616
2886,1.3056
4294,12.3
2561,0.02787
3395,2.17
4149,8.0
2159,0.02604
827,0.007
4354,5.98
1834,0.119
658,22.0
390,1.75
3010,0.15
144,0.003
4041,58.0
1519,35.6
3194,11.98
683,8.5
1438,6.0
3677,42.5
1805,0.0028
2227,0.09192
3683,49.9
3877,22.62
2166,0.04137
347,1.6
1877,0.0375
1296,0.89
2114,0.0325
3562,1.0
2631,0.0534
2477,0.0646
2435,0.04372
4097,19.0
4112,0.0009
975,0.114
3839,1.44
560,2.15
2687,138.7
2781,10.1
1168,10.1
1943,0.0955
596,0.0
3266,21.3
4620,21.6
38,0.121
2491,0.06206
724,0.4
2983,2.1
717,0.0
1545,17.1
4295,1.8
4032,2.6
2144,0.0
2060,0.0061
1047,0.9
4426,0.012
1220,0.0
1866,0.07
732,0.6
532,0.259
764,28.1
3609,8.1
4660,0.0153
2800,20.2
1700,1.77
2101,0.03667
1889,0.05
1326,7.1
3230,0.19
649,1.5
1848,6.5e-05
597,0.1
2245,0.01852
280,0.0
684,10.3
3705,13.8
2526,1.56
2315,0.00928
4343,2.6
127,0.024
4536,0.88
4605,9.55
2157,0.04434
3416,67.9
1819,8.6
2492,0.05342
2588,0.001
4425,0.0012
4618,5.0
4603,0.38413
1505,48.0
2029,1.58
406,2.1
1773,0.000155
4562,0.12
2359,0.03765
4278,8.6
28,10.1
2396,0.00159
2564,0.01847
3786,0.3
4052,3.968
1799,0.002723
24,10.9
1661,9.28
1904,0.3339
1673,1.05
779,7.0
3778,2.1
47,0.055
1812,0.08
1928,3.3718
3851,2.23
3724,11.6
1493,2.4
3655,0.12614
1642,0.0815544
2542,0.0
3099,0.353
141,0.69
1865,0.015
2197,0.04498
1978,0.000125
1942,0.0542
806,4.0
2760,4.8
3371,124.64
1681,33.3
642,20.0
838,0.3619
4447,2.0
1534,65.2
1933,0.31
4654,22.5
1872,0.015
2137,0.00951
3242,1.061
1741,0.000367
1025,5.42
194,0.08045
2672,2.5
4628,0.346
2443,0.13525
3175,0.0573
4351,16.0
1387,24.44
3368,19.56
2048,0.00760854
2649,1.6
2739,68.4
1815,0.1241
2422,0.0395
1624,0.46
4166,44.76
1833,0.115
4070,4.0
2451,0.01989
1145,0.00048
1995,0.9
192,0.08
2598,0.22
2007,8.01
1190,0.006
3783,4.0
1710,4.5
1567,0.414
3180,0.128
2289,0.02546
3274,0.112
4107,0.00743
3016,5.0
2377,0.00061
3184,0.0
3714,3.3
1184,0.00032
4229,1.63
2146,0.0
3348,0.286
1518,53.4
1313,0.0005
4550,150.0
3643,0.2635
153,0.035
335,1.1
71,6.0
1528,0.5
1020,8.4
1280,0.165
662,0.8
4244,0.51
2314,0.0017
746,0.0
3426,4.42
3880,11.6
4233,1.13
634,11.7
3750,14.6
1221,0.0
3502,0.44
3020,0.61
